id,term,tf,total,
162,士卒,4,703,0.568990043
162,吴军,4,703,0.568990043
162,一方面,4,703,0.568990043
162,三千,4,703,0.568990043
162,一个,4,703,0.568990043
162,荆州,4,703,0.568990043
163,姜维,4,50,8
165,六出,4,1882,0.212539851
165,一个,4,1882,0.212539851
165,火烧,4,1882,0.212539851
165,可是,4,1882,0.212539851
165,以为,4,1882,0.212539851
165,益州,4,1882,0.212539851
165,登场,4,1882,0.212539851
165,南阳,4,1882,0.212539851
165,不会,4,1882,0.212539851
165,玄德,4,1882,0.212539851
165,公元,4,1882,0.212539851
165,祁山,4,1882,0.212539851
165,不得,4,1882,0.212539851
165,不可,4,1882,0.212539851
165,军队,4,1882,0.212539851
165,所以,4,1882,0.212539851
165,政治,4,1882,0.212539851
168,水浒,4,280,1.428571429
171,游戏,4,107,3.738317757
172,这些,4,1723,0.232153221
172,语言,4,1723,0.232153221
172,如此,4,1723,0.232153221
172,无疑,4,1723,0.232153221
172,不同,4,1723,0.232153221
172,感叹,4,1723,0.232153221
172,于是,4,1723,0.232153221
172,智慧,4,1723,0.232153221
172,历史,4,1723,0.232153221
172,方面,4,1723,0.232153221
172,玄德,4,1723,0.232153221
172,这个,4,1723,0.232153221
172,尤其,4,1723,0.232153221
172,阅读,4,1723,0.232153221
174,线索,4,1128,0.354609929
174,可见,4,1128,0.354609929
174,情报系统,4,1128,0.354609929
174,刘璋,4,1128,0.354609929
175,蜀汉,4,833,0.480192077
175,益州,4,833,0.480192077
175,政治,4,833,0.480192077
175,实在,4,833,0.480192077
175,还是,4,833,0.480192077
175,刘禅,4,833,0.480192077
175,李严,4,833,0.480192077
177,人物,4,391,1.023017903
177,但是,4,391,1.023017903
178,诸葛孔明,4,824,0.485436893
178,他们,4,824,0.485436893
178,一个,4,824,0.485436893
178,依然,4,824,0.485436893
178,战乱,4,824,0.485436893
178,之后,4,824,0.485436893
181,说客,4,653,0.612557427
181,东吴,4,653,0.612557427
181,张昭,4,653,0.612557427
181,先声夺人,4,653,0.612557427
181,于是,4,653,0.612557427
181,就是,4,653,0.612557427
181,便是,4,653,0.612557427
181,之前,4,653,0.612557427
181,所以,4,653,0.612557427
181,刘备,4,653,0.612557427
182,历史,4,295,1.355932203
187,作为,4,308,1.298701299
187,文学史,4,308,1.298701299
187,一致,4,308,1.298701299
187,有所,4,308,1.298701299
187,我国,4,308,1.298701299
187,民族,4,308,1.298701299
20,不过,4,780,0.512820513
20,母亲,4,780,0.512820513
20,没有,4,780,0.512820513
20,因为,4,780,0.512820513
20,一个,4,780,0.512820513
20,刘元起,4,780,0.512820513
20,觉得,4,780,0.512820513
20,回到,4,780,0.512820513
20,家里,4,780,0.512820513
207,女权主义者,4,551,0.725952813
207,自己,4,551,0.725952813
208,孔明,4,290,1.379310345
208,一个,4,290,1.379310345
21,越来越,4,452,0.884955752
21,就是,4,452,0.884955752
21,自己,4,452,0.884955752
21,军火商,4,452,0.884955752
21,因此,4,452,0.884955752
210,马超,4,268,1.492537313
210,称帝,4,268,1.492537313
22,一样,4,359,1.114206128
22,青春,4,359,1.114206128
22,青年,4,359,1.114206128
22,当地,4,359,1.114206128
220,不少,4,314,1.27388535
221,认为,4,133,3.007518797
221,quot,4,133,3.007518797
221,本书,4,133,3.007518797
224,lt,4,48,8.333333333
224,gt,4,48,8.333333333
226,一直,4,200,2
23,时候,4,428,0.934579439
23,一个,4,428,0.934579439
23,虽然,4,428,0.934579439
23,这个,4,428,0.934579439
23,但是,4,428,0.934579439
234,发现,4,407,0.982800983
234,刺杀,4,407,0.982800983
234,提醒,4,407,0.982800983
235,姜维,4,763,0.524246396
235,夏侯惇,4,763,0.524246396
235,二十,4,763,0.524246396
235,交战,4,763,0.524246396
235,所以,4,763,0.524246396
235,手下,4,763,0.524246396
235,不分胜负,4,763,0.524246396
235,可见,4,763,0.524246396
235,张辽,4,763,0.524246396
237,韩姊希,4,28,14.28571429
239,关云长,4,169,2.366863905
239,曹操,4,169,2.366863905
24,机会,4,847,0.472255018
24,老大,4,847,0.472255018
24,自己,4,847,0.472255018
24,而且,4,847,0.472255018
24,然后,4,847,0.472255018
24,人马,4,847,0.472255018
24,黄巾军,4,847,0.472255018
24,打赢,4,847,0.472255018
240,丑化,4,976,0.409836066
240,这些,4,976,0.409836066
240,比较,4,976,0.409836066
240,成功,4,976,0.409836066
240,不是,4,976,0.409836066
240,读者,4,976,0.409836066
240,真实,4,976,0.409836066
240,小说,4,976,0.409836066
240,正史,4,976,0.409836066
240,演义,4,976,0.409836066
240,之后,4,976,0.409836066
240,三国志,4,976,0.409836066
242,鲁肃,4,337,1.18694362
242,认为,4,337,1.18694362
243,演义,4,184,2.173913043
243,罗贯中,4,184,2.173913043
243,发展,4,184,2.173913043
244,许多,4,146,2.739726027
245,没有,4,161,2.48447205
246,性格,4,989,0.404448938
246,貂蝉,4,989,0.404448938
246,厉害,4,989,0.404448938
246,倒霉,4,989,0.404448938
246,可惜,4,989,0.404448938
246,用人,4,989,0.404448938
246,我们,4,989,0.404448938
246,奸诈,4,989,0.404448938
246,充足,4,989,0.404448938
246,造反,4,989,0.404448938
248,一个,4,283,1.413427562
25,实在,4,1206,0.331674959
25,可谓,4,1206,0.331674959
25,除了,4,1206,0.331674959
25,方面,4,1206,0.331674959
25,勇力,4,1206,0.331674959
25,刘备,4,1206,0.331674959
25,因为,4,1206,0.331674959
25,英雄,4,1206,0.331674959
250,乱世,4,791,0.505689001
250,如此,4,791,0.505689001
250,如仲谋,4,791,0.505689001
250,一个,4,791,0.505689001
250,曹操,4,791,0.505689001
250,孔明,4,791,0.505689001
250,天下,4,791,0.505689001
252,古文,4,39,10.25641026
254,一定,4,188,2.127659574
254,投降,4,188,2.127659574
255,还有,4,816,0.490196078
255,算是,4,816,0.490196078
255,第二,4,816,0.490196078
255,最后,4,816,0.490196078
255,武力,4,816,0.490196078
255,第一,4,816,0.490196078
255,觉得,4,816,0.490196078
258,关羽,4,154,2.597402597
258,为何,4,154,2.597402597
26,蜀国,4,1182,0.338409475
26,实在,4,1182,0.338409475
26,一个,4,1182,0.338409475
26,之中,4,1182,0.338409475
26,人民,4,1182,0.338409475
260,喜欢,4,126,3.174603175
270,中国,4,270,1.481481481
271,比较,4,1016,0.393700787
271,演义,4,1016,0.393700787
271,不是,4,1016,0.393700787
271,这些,4,1016,0.393700787
271,三国志,4,1016,0.393700787
271,读者,4,1016,0.393700787
271,丑化,4,1016,0.393700787
271,真实,4,1016,0.393700787
271,小说,4,1016,0.393700787
271,正史,4,1016,0.393700787
271,成功,4,1016,0.393700787
271,之后,4,1016,0.393700787
272,作者,4,264,1.515151515
274,社会,4,89,4.494382022
275,因为,4,128,3.125
275,我们,4,128,3.125
277,气死,4,169,2.366863905
277,周瑜,4,169,2.366863905
279,白马王子,4,348,1.149425287
279,就是,4,348,1.149425287
279,不是,4,348,1.149425287
279,马超,4,348,1.149425287
28,也许,4,555,0.720720721
28,姜维,4,555,0.720720721
28,文人,4,555,0.720720721
280,东吴,4,396,1.01010101
281,父母,4,205,1.951219512
284,人家,4,3229,0.123877361
284,一下,4,3229,0.123877361
284,出现,4,3229,0.123877361
284,谋士,4,3229,0.123877361
284,胡子,4,3229,0.123877361
284,西凉军,4,3229,0.123877361
284,一点,4,3229,0.123877361
284,先主,4,3229,0.123877361
284,XX,4,3229,0.123877361
284,估计,4,3229,0.123877361
284,真的,4,3229,0.123877361
284,为何,4,3229,0.123877361
284,我们,4,3229,0.123877361
284,实在,4,3229,0.123877361
284,痛哭,4,3229,0.123877361
284,赵云,4,3229,0.123877361
284,孩子,4,3229,0.123877361
284,比如,4,3229,0.123877361
284,富甲天下,4,3229,0.123877361
284,觉得,4,3229,0.123877361
284,所以,4,3229,0.123877361
284,没有,4,3229,0.123877361
284,人若,4,3229,0.123877361
284,黄忠,4,3229,0.123877361
284,东吴,4,3229,0.123877361
284,意思,4,3229,0.123877361
284,于是,4,3229,0.123877361
285,不能,4,50,8
287,儿子,4,701,0.570613409
288,不是,4,789,0.506970849
288,这个,4,789,0.506970849
288,夏侯霸,4,789,0.506970849
289,然而,4,362,1.104972376
289,无法,4,362,1.104972376
289,忠义,4,362,1.104972376
289,两位,4,362,1.104972376
289,诸葛,4,362,1.104972376
289,忠臣,4,362,1.104972376
297,主要,4,345,1.15942029
298,杀掉,4,788,0.507614213
298,还是,4,788,0.507614213
298,时候,4,788,0.507614213
298,理解,4,788,0.507614213
298,不是,4,788,0.507614213
298,后来,4,788,0.507614213
300,就是,4,624,0.641025641
300,不能,4,624,0.641025641
300,技能,4,624,0.641025641
300,反骨,4,624,0.641025641
301,只有,4,104,3.846153846
303,好人,4,423,0.945626478
303,自己,4,423,0.945626478
303,一个,4,423,0.945626478
303,很多,4,423,0.945626478
303,世界,4,423,0.945626478
304,仁义,4,471,0.8492569
304,如果,4,471,0.8492569
304,曹操,4,471,0.8492569
304,关羽,4,471,0.8492569
305,一直,4,169,2.366863905
309,计谋,4,584,0.684931507
309,作为,4,584,0.684931507
309,就是,4,584,0.684931507
31,对于,4,602,0.664451827
31,这次,4,602,0.664451827
31,无论,4,602,0.664451827
31,于是乎,4,602,0.664451827
31,感受,4,602,0.664451827
314,他们,4,204,1.960784314
317,孔明,4,310,1.290322581
317,一个,4,310,1.290322581
318,诸葛亮,4,97,4.12371134
319,仁义,4,432,0.925925926
319,就是,4,432,0.925925926
319,没有,4,432,0.925925926
319,可能,4,432,0.925925926
323,最恨,4,792,0.505050505
323,小子,4,792,0.505050505
323,自豪,4,792,0.505050505
323,的事,4,792,0.505050505
324,他们,4,242,1.652892562
324,大将,4,242,1.652892562
326,但是,4,219,1.826484018
329,国贼,4,1118,0.357781753
329,负我,4,1118,0.357781753
329,中国,4,1118,0.357781753
329,不是,4,1118,0.357781753
329,天下,4,1118,0.357781753
329,自己,4,1118,0.357781753
329,奸臣,4,1118,0.357781753
329,后来,4,1118,0.357781753
329,政治,4,1118,0.357781753
329,典韦,4,1118,0.357781753
329,吕布,4,1118,0.357781753
33,应该,4,524,0.763358779
33,可以,4,524,0.763358779
33,什么,4,524,0.763358779
332,吴质,4,998,0.400801603
332,观点,4,998,0.400801603
332,由此,4,998,0.400801603
333,天下,4,89,4.494382022
335,没有,4,245,1.632653061
335,可是,4,245,1.632653061
337,一点,4,884,0.452488688
337,如何,4,884,0.452488688
337,作为,4,884,0.452488688
337,时代,4,884,0.452488688
337,称呼,4,884,0.452488688
337,值得,4,884,0.452488688
337,可以,4,884,0.452488688
337,而且,4,884,0.452488688
337,不是,4,884,0.452488688
337,罢了,4,884,0.452488688
337,罗贯中,4,884,0.452488688
337,需要,4,884,0.452488688
338,终于,4,1123,0.35618878
338,关兴,4,1123,0.35618878
342,不同,4,731,0.547195622
342,董卓,4,731,0.547195622
342,二嫂,4,731,0.547195622
343,所谓,4,1416,0.282485876
343,而是,4,1416,0.282485876
343,结果,4,1416,0.282485876
343,真相,4,1416,0.282485876
343,为什么,4,1416,0.282485876
343,但是,4,1416,0.282485876
343,最为,4,1416,0.282485876
343,这一,4,1416,0.282485876
343,机会,4,1416,0.282485876
343,发现,4,1416,0.282485876
343,恋情,4,1416,0.282485876
343,论述,4,1416,0.282485876
343,不得不,4,1416,0.282485876
343,我们,4,1416,0.282485876
343,作为,4,1416,0.282485876
343,妻子,4,1416,0.282485876
343,一名,4,1416,0.282485876
343,考虑,4,1416,0.282485876
345,时代,4,610,0.655737705
345,力量,4,610,0.655737705
345,文人,4,610,0.655737705
349,英雄,4,132,3.03030303
349,刘备,4,132,3.03030303
349,喜欢,4,132,3.03030303
35,于是,4,539,0.742115028
35,不过,4,539,0.742115028
35,超级,4,539,0.742115028
35,出场,4,539,0.742115028
351,衰老,4,718,0.557103064
351,衣服,4,718,0.557103064
351,孩子,4,718,0.557103064
351,现在,4,718,0.557103064
351,喜欢,4,718,0.557103064
351,人物,4,718,0.557103064
351,没有,4,718,0.557103064
351,觉得,4,718,0.557103064
354,馒头,4,1049,0.381315539
354,一些,4,1049,0.381315539
354,乐趣,4,1049,0.381315539
359,教育,4,176,2.272727273
37,董卓,4,467,0.856531049
37,蔡邕,4,467,0.856531049
37,历史,4,467,0.856531049
37,太师,4,467,0.856531049
371,英雄,4,302,1.324503311
372,刘备,4,970,0.412371134
372,张松,4,970,0.412371134
372,交手,4,970,0.412371134
372,手下,4,970,0.412371134
372,更是,4,970,0.412371134
374,最后,4,738,0.54200542
374,这些,4,738,0.54200542
374,即便,4,738,0.54200542
375,一个,4,320,1.25
375,主帅,4,320,1.25
375,信息,4,320,1.25
377,其子,4,775,0.516129032
377,一个,4,775,0.516129032
377,宦官,4,775,0.516129032
377,统一,4,775,0.516129032
377,袁绍,4,775,0.516129032
377,董卓,4,775,0.516129032
377,致使,4,775,0.516129032
38,读书,4,349,1.146131805
382,荆州,4,1092,0.366300366
382,吕布,4,1092,0.366300366
382,职场,4,1092,0.366300366
382,其实,4,1092,0.366300366
382,英雄,4,1092,0.366300366
382,读书,4,1092,0.366300366
383,怎么,4,704,0.568181818
383,来到,4,704,0.568181818
383,可以,4,704,0.568181818
383,亲自,4,704,0.568181818
383,遗嘱,4,704,0.568181818
384,遗嘱,4,704,0.568181818
384,可以,4,704,0.568181818
384,来到,4,704,0.568181818
384,怎么,4,704,0.568181818
384,亲自,4,704,0.568181818
385,怎么,4,704,0.568181818
385,来到,4,704,0.568181818
385,可以,4,704,0.568181818
385,亲自,4,704,0.568181818
385,遗嘱,4,704,0.568181818
388,相信,4,195,2.051282051
391,一个,4,160,2.5
392,可能,4,197,2.030456853
393,可能,4,197,2.030456853
395,基本上,4,380,1.052631579
395,就是,4,380,1.052631579
397,只是,4,1341,0.298284862
397,庞统,4,1341,0.298284862
397,所以,4,1341,0.298284862
397,二人,4,1341,0.298284862
398,文学,4,463,0.863930886
398,偏见,4,463,0.863930886
4,后来,4,293,1.365187713
4,可以,4,293,1.365187713
40,便是,4,263,1.520912548
40,历史,4,263,1.520912548
40,人会,4,263,1.520912548
400,关心,4,118,3.389830508
401,宋江,4,107,3.738317757
405,学习,4,346,1.156069364
405,很多,4,346,1.156069364
405,后来,4,346,1.156069364
408,就是,4,645,0.620155039
408,看来,4,645,0.620155039
408,可以,4,645,0.620155039
408,怎么,4,645,0.620155039
408,没有,4,645,0.620155039
408,虽然,4,645,0.620155039
408,美人,4,645,0.620155039
408,刘安,4,645,0.620155039
409,看到,4,182,2.197802198
41,时间,4,197,2.030456853
410,可谓,4,829,0.482509047
414,国家,4,2043,0.195790504
414,没有,4,2043,0.195790504
414,这样,4,2043,0.195790504
414,还有,4,2043,0.195790504
414,如此,4,2043,0.195790504
414,不能,4,2043,0.195790504
414,办事,4,2043,0.195790504
414,忠臣,4,2043,0.195790504
414,付出,4,2043,0.195790504
414,善于,4,2043,0.195790504
414,叔父,4,2043,0.195790504
414,可以,4,2043,0.195790504
414,为先,4,2043,0.195790504
414,天下,4,2043,0.195790504
414,是非分明,4,2043,0.195790504
414,嘴脸,4,2043,0.195790504
414,性格特征,4,2043,0.195790504
414,不是,4,2043,0.195790504
414,对方,4,2043,0.195790504
414,心中,4,2043,0.195790504
414,吕伯奢,4,2043,0.195790504
414,孙策,4,2043,0.195790504
414,原因,4,2043,0.195790504
414,成为,4,2043,0.195790504
414,宽以待人,4,2043,0.195790504
416,国家,4,322,1.242236025
416,性格,4,322,1.242236025
417,关羽,4,359,1.114206128
418,算是,4,369,1.08401084
418,一个,4,369,1.08401084
418,这个,4,369,1.08401084
419,刘备,4,389,1.028277635
42,刘璋,4,1233,0.324412003
42,在我看来,4,1233,0.324412003
42,雒城,4,1233,0.324412003
42,军师,4,1233,0.324412003
42,当然,4,1233,0.324412003
42,自己,4,1233,0.324412003
42,赤壁之战,4,1233,0.324412003
42,中郎将,4,1233,0.324412003
42,我们,4,1233,0.324412003
42,成都,4,1233,0.324412003
42,因为,4,1233,0.324412003
42,从事,4,1233,0.324412003
42,东风,4,1233,0.324412003
42,司马徽,4,1233,0.324412003
42,孙权,4,1233,0.324412003
42,取蜀,4,1233,0.324412003
42,之际,4,1233,0.324412003
42,丑陋,4,1233,0.324412003
420,对称,4,514,0.778210117
420,曹操,4,514,0.778210117
420,前进,4,514,0.778210117
420,最优,4,514,0.778210117
420,两个,4,514,0.778210117
420,一定,4,514,0.778210117
420,关于,4,514,0.778210117
420,权谋,4,514,0.778210117
420,嫌疑犯,4,514,0.778210117
421,之后,4,594,0.673400673
421,刘备,4,594,0.673400673
421,诸葛,4,594,0.673400673
422,古文,4,230,1.739130435
423,本书,4,90,4.444444444
43,玄德,4,548,0.729927007
430,国家,4,1619,0.24706609
430,女子,4,1619,0.24706609
430,廷尉,4,1619,0.24706609
430,使者,4,1619,0.24706609
430,后汉书,4,1619,0.24706609
430,电视剧,4,1619,0.24706609
430,丞相,4,1619,0.24706609
430,司徒,4,1619,0.24706609
431,妻子,4,365,1.095890411
431,自己,4,365,1.095890411
431,各种,4,365,1.095890411
432,吕布,4,572,0.699300699
432,一个,4,572,0.699300699
432,历史,4,572,0.699300699
433,演义,4,610,0.655737705
433,诸葛亮,4,610,0.655737705
433,可以,4,610,0.655737705
434,评价,4,1417,0.282286521
434,知道,4,1417,0.282286521
434,樊志起,4,1417,0.282286521
434,史官,4,1417,0.282286521
434,谯周,4,1417,0.282286521
434,大将军,4,1417,0.282286521
434,一句,4,1417,0.282286521
434,自己,4,1417,0.282286521
435,玄德,4,562,0.711743772
435,刘备,4,562,0.711743772
436,英雄,4,334,1.19760479
436,老者,4,334,1.19760479
437,决定,4,2469,0.16200891
437,之间,4,2469,0.16200891
437,张飞,4,2469,0.16200891
437,就算,4,2469,0.16200891
437,此时,4,2469,0.16200891
437,占领,4,2469,0.16200891
437,地方,4,2469,0.16200891
437,之前,4,2469,0.16200891
437,得到,4,2469,0.16200891
437,所有,4,2469,0.16200891
437,一样,4,2469,0.16200891
437,可是,4,2469,0.16200891
437,就是,4,2469,0.16200891
437,信徒,4,2469,0.16200891
437,的确,4,2469,0.16200891
437,心情,4,2469,0.16200891
437,北方,4,2469,0.16200891
437,虽然,4,2469,0.16200891
437,第一,4,2469,0.16200891
437,为什么,4,2469,0.16200891
437,我军,4,2469,0.16200891
437,任何人,4,2469,0.16200891
437,现在,4,2469,0.16200891
437,接受,4,2469,0.16200891
438,夏侯惇,4,5467,0.07316627
438,0,4,5467,0.07316627
438,草船借箭,4,5467,0.07316627
438,豫州,4,5467,0.07316627
438,火攻,4,5467,0.07316627
438,都督,4,5467,0.07316627
438,最为,4,5467,0.07316627
438,例子,4,5467,0.07316627
438,神人,4,5467,0.07316627
438,处处,4,5467,0.07316627
438,现在,4,5467,0.07316627
438,加工,4,5467,0.07316627
438,之间,4,5467,0.07316627
438,加上,4,5467,0.07316627
438,评价,4,5467,0.07316627
438,情况,4,5467,0.07316627
438,这一,4,5467,0.07316627
438,中国,4,5467,0.07316627
438,描述,4,5467,0.07316627
438,一致,4,5467,0.07316627
438,方法,4,5467,0.07316627
438,到了,4,5467,0.07316627
438,常常,4,5467,0.07316627
438,确有,4,5467,0.07316627
438,嫁妹,4,5467,0.07316627
438,刘表,4,5467,0.07316627
438,庞统,4,5467,0.07316627
438,投靠,4,5467,0.07316627
438,上述,4,5467,0.07316627
438,一次,4,5467,0.07316627
438,豪言壮语,4,5467,0.07316627
438,大将,4,5467,0.07316627
438,史料,4,5467,0.07316627
438,认为,4,5467,0.07316627
438,一段,4,5467,0.07316627
438,借箭,4,5467,0.07316627
438,忠义,4,5467,0.07316627
438,小说,4,5467,0.07316627
438,事实,4,5467,0.07316627
439,吴国,4,154,2.597402597
44,看到,4,839,0.476758045
44,军师,4,839,0.476758045
44,小说,4,839,0.476758045
44,赵云,4,839,0.476758045
44,用计,4,839,0.476758045
44,就是,4,839,0.476758045
44,后来,4,839,0.476758045
44,所有,4,839,0.476758045
44,中国,4,839,0.476758045
440,看到,4,874,0.457665904
440,这种,4,874,0.457665904
441,首先,4,263,1.520912548
441,经典,4,263,1.520912548
441,历史,4,263,1.520912548
441,有关,4,263,1.520912548
442,因为,4,571,0.700525394
442,十分,4,571,0.700525394
442,王允,4,571,0.700525394
442,可能,4,571,0.700525394
442,一定,4,571,0.700525394
442,不会,4,571,0.700525394
443,一切,4,624,0.641025641
443,孙权,4,624,0.641025641
443,女子,4,624,0.641025641
443,如此,4,624,0.641025641
443,不会,4,624,0.641025641
444,应该,4,692,0.578034682
444,这样,4,692,0.578034682
444,而且,4,692,0.578034682
444,觉得,4,692,0.578034682
444,没有,4,692,0.578034682
444,一个,4,692,0.578034682
444,虚伪,4,692,0.578034682
445,看到,4,937,0.426894344
445,中国,4,937,0.426894344
445,军师,4,937,0.426894344
445,所有,4,937,0.426894344
445,感觉,4,937,0.426894344
445,这样,4,937,0.426894344
445,赵云,4,937,0.426894344
445,就是,4,937,0.426894344
445,用计,4,937,0.426894344
446,图书,4,182,2.197802198
446,家里,4,182,2.197802198
446,父亲,4,182,2.197802198
448,孙高,4,2195,0.182232346
448,男人,4,2195,0.182232346
448,迸出,4,2195,0.182232346
448,江边,4,2195,0.182232346
448,眼球,4,2195,0.182232346
448,许褚,4,2195,0.182232346
448,流泉,4,2195,0.182232346
448,疼痛,4,2195,0.182232346
448,孙翊,4,2195,0.182232346
45,简史,4,1377,0.290486565
45,这样,4,1377,0.290486565
45,虽然,4,1377,0.290486565
45,道德,4,1377,0.290486565
45,对于,4,1377,0.290486565
45,文化,4,1377,0.290486565
45,作者,4,1377,0.290486565
45,出现,4,1377,0.290486565
45,阴谋,4,1377,0.290486565
45,阿拉伯,4,1377,0.290486565
45,因为,4,1377,0.290486565
45,在于,4,1377,0.290486565
45,之中,4,1377,0.290486565
45,时候,4,1377,0.290486565
45,觉得,4,1377,0.290486565
45,回乱,4,1377,0.290486565
450,2,4,3065,0.13050571
450,2014/1/15,4,3065,0.13050571
450,2014/1/3,4,3065,0.13050571
450,7,4,3065,0.13050571
450,昔日,4,3065,0.13050571
450,2014/1/5,4,3065,0.13050571
450,荆州,4,3065,0.13050571
450,5,4,3065,0.13050571
450,左右,4,3065,0.13050571
450,庞统,4,3065,0.13050571
450,百官,4,3065,0.13050571
450,不死,4,3065,0.13050571
450,东吴,4,3065,0.13050571
450,关羽,4,3065,0.13050571
450,48,4,3065,0.13050571
450,丞相,4,3065,0.13050571
451,打了个,4,1478,0.270635995
451,胜出,4,1478,0.270635995
451,这种,4,1478,0.270635995
451,年龄,4,1478,0.270635995
451,能力,4,1478,0.270635995
451,张郃,4,1478,0.270635995
451,梯队,4,1478,0.270635995
451,平手,4,1478,0.270635995
451,属于,4,1478,0.270635995
451,蜀国,4,1478,0.270635995
451,当时,4,1478,0.270635995
451,颜良,4,1478,0.270635995
451,影响,4,1478,0.270635995
451,之后,4,1478,0.270635995
451,应当,4,1478,0.270635995
451,双方,4,1478,0.270635995
451,因素,4,1478,0.270635995
458,天下,4,380,1.052631579
458,一个,4,380,1.052631579
46,公瑾,4,1022,0.391389432
46,小孙,4,1022,0.391389432
46,不是,4,1022,0.391389432
46,刘备,4,1022,0.391389432
460,人物,4,1589,0.251730648
460,一样,4,1589,0.251730648
460,弄假成真,4,1589,0.251730648
460,穿针,4,1589,0.251730648
460,单刀直入,4,1589,0.251730648
460,败走,4,1589,0.251730648
460,弹琴,4,1589,0.251730648
460,杀人,4,1589,0.251730648
460,疗毒,4,1589,0.251730648
460,东吴招亲,4,1589,0.251730648
460,歇后语,4,1589,0.251730648
460,若无其事,4,1589,0.251730648
460,周瑜打黄盖,4,1589,0.251730648
460,进京,4,1589,0.251730648
462,不是,4,518,0.772200772
462,孔明,4,518,0.772200772
466,真的,4,52,7.692307692
466,那么,4,52,7.692307692
467,战争,4,419,0.954653938
467,一个,4,419,0.954653938
467,已经,4,419,0.954653938
470,或者,4,811,0.493218249
470,选择,4,811,0.493218249
470,考验,4,811,0.493218249
470,除了,4,811,0.493218249
470,失败,4,811,0.493218249
470,里面,4,811,0.493218249
470,处理,4,811,0.493218249
470,能力,4,811,0.493218249
470,不过,4,811,0.493218249
470,不是,4,811,0.493218249
473,时间,4,119,3.361344538
473,滚滚,4,119,3.361344538
474,一个,4,115,3.47826087
475,人物,4,750,0.533333333
475,认为,4,750,0.533333333
475,胸怀,4,750,0.533333333
476,刘备,4,331,1.208459215
476,曹操,4,331,1.208459215
479,因为,4,333,1.201201201
479,魏国,4,333,1.201201201
479,感觉,4,333,1.201201201
479,姜维,4,333,1.201201201
480,of,4,350,1.142857143
480,that,4,350,1.142857143
480,not,4,350,1.142857143
480,be,4,350,1.142857143
480,person,4,350,1.142857143
481,司馬懿,4,259,1.544401544
481,就是,4,259,1.544401544
481,這本,4,259,1.544401544
482,战略,4,1319,0.303260045
482,当下,4,1319,0.303260045
482,皇叔,4,1319,0.303260045
482,阶段,4,1319,0.303260045
482,黄巾起义,4,1319,0.303260045
482,可以,4,1319,0.303260045
482,诸侯,4,1319,0.303260045
482,袁绍,4,1319,0.303260045
482,刘表,4,1319,0.303260045
482,成为,4,1319,0.303260045
482,时候,4,1319,0.303260045
482,各地,4,1319,0.303260045
482,于是,4,1319,0.303260045
482,混乱,4,1319,0.303260045
483,刘备,4,264,1.515151515
483,这个,4,264,1.515151515
486,可以,4,547,0.731261426
486,地方,4,547,0.731261426
486,体现,4,547,0.731261426
486,代表,4,547,0.731261426
486,就是,4,547,0.731261426
486,张飞,4,547,0.731261426
486,儒家,4,547,0.731261426
486,作者,4,547,0.731261426
489,水浒传,4,4237,0.09440642
489,名段,4,4237,0.09440642
489,是不是,4,4237,0.09440642
489,黑社会,4,4237,0.09440642
489,表现,4,4237,0.09440642
489,使君,4,4237,0.09440642
489,没多大,4,4237,0.09440642
489,君主,4,4237,0.09440642
489,为了,4,4237,0.09440642
489,好莱坞,4,4237,0.09440642
489,或者,4,4237,0.09440642
489,斩华雄,4,4237,0.09440642
489,某个,4,4237,0.09440642
489,路子,4,4237,0.09440642
489,交代,4,4237,0.09440642
489,名著,4,4237,0.09440642
489,修改,4,4237,0.09440642
489,要是,4,4237,0.09440642
489,鼓励,4,4237,0.09440642
489,但是,4,4237,0.09440642
489,几百年,4,4237,0.09440642
489,然后,4,4237,0.09440642
489,编剧,4,4237,0.09440642
489,高手,4,4237,0.09440642
489,基本,4,4237,0.09440642
489,寓意,4,4237,0.09440642
489,现代,4,4237,0.09440642
489,圣经,4,4237,0.09440642
489,模式,4,4237,0.09440642
489,装逼,4,4237,0.09440642
489,几个,4,4237,0.09440642
489,张飞,4,4237,0.09440642
489,深度,4,4237,0.09440642
489,擅长,4,4237,0.09440642
489,武器,4,4237,0.09440642
489,三个,4,4237,0.09440642
489,不会,4,4237,0.09440642
489,而且,4,4237,0.09440642
489,主旋律,4,4237,0.09440642
489,宣传,4,4237,0.09440642
489,作者,4,4237,0.09440642
489,气氛,4,4237,0.09440642
489,当时,4,4237,0.09440642
489,任何,4,4237,0.09440642
489,前面,4,4237,0.09440642
489,已经,4,4237,0.09440642
489,非常,4,4237,0.09440642
489,嘉靖,4,4237,0.09440642
489,温酒,4,4237,0.09440642
489,电视剧,4,4237,0.09440642
489,读者,4,4237,0.09440642
489,怎么,4,4237,0.09440642
49,作为,4,524,0.763358779
49,吕布,4,524,0.763358779
49,王允,4,524,0.763358779
49,男子,4,524,0.763358779
49,这个,4,524,0.763358779
493,蜀汉,4,262,1.526717557
498,天下,4,2532,0.157977883
498,以为,4,2532,0.157977883
498,权臣,4,2532,0.157977883
498,如果,4,2532,0.157977883
498,别人,4,2532,0.157977883
498,刘皇叔,4,2532,0.157977883
498,其中,4,2532,0.157977883
498,衣带诏,4,2532,0.157977883
498,这些,4,2532,0.157977883
498,可惜,4,2532,0.157977883
498,孙权,4,2532,0.157977883
