id,term,tf,total,
152,李肃,2,1040,0.192307692
152,然后,2,1040,0.192307692
152,无奈,2,1040,0.192307692
152,寥寥,2,1040,0.192307692
152,金玉,2,1040,0.192307692
152,英雄,2,1040,0.192307692
152,绳索,2,1040,0.192307692
152,美色,2,1040,0.192307692
152,送出去,2,1040,0.192307692
152,可是,2,1040,0.192307692
152,献计,2,1040,0.192307692
152,大丈夫,2,1040,0.192307692
152,时常,2,1040,0.192307692
152,回来,2,1040,0.192307692
152,白门楼,2,1040,0.192307692
152,甚至,2,1040,0.192307692
152,见利则,2,1040,0.192307692
152,之前,2,1040,0.192307692
152,将士,2,1040,0.192307692
152,反噬,2,1040,0.192307692
152,之间,2,1040,0.192307692
152,纵观,2,1040,0.192307692
152,多些,2,1040,0.192307692
152,丁原,2,1040,0.192307692
152,武力,2,1040,0.192307692
152,世人,2,1040,0.192307692
152,何以,2,1040,0.192307692
152,临死,2,1040,0.192307692
152,几个,2,1040,0.192307692
152,贵不可言,2,1040,0.192307692
152,很多,2,1040,0.192307692
152,围城,2,1040,0.192307692
152,左右,2,1040,0.192307692
152,自取,2,1040,0.192307692
152,重用,2,1040,0.192307692
152,至此,2,1040,0.192307692
152,离心离德,2,1040,0.192307692
152,有趣,2,1040,0.192307692
152,只有,2,1040,0.192307692
152,罢了,2,1040,0.192307692
152,劝阻,2,1040,0.192307692
152,貂蝉,2,1040,0.192307692
152,惨败,2,1040,0.192307692
152,一定,2,1040,0.192307692
152,义父,2,1040,0.192307692
152,形势,2,1040,0.192307692
152,即便,2,1040,0.192307692
152,和解,2,1040,0.192307692
152,还是,2,1040,0.192307692
152,弑主,2,1040,0.192307692
152,他人,2,1040,0.192307692
153,立刻,2,992,0.201612903
153,英雄,2,992,0.201612903
153,对方,2,992,0.201612903
153,长线,2,992,0.201612903
153,作为,2,992,0.201612903
153,开阔,2,992,0.201612903
153,没有,2,992,0.201612903
153,能干,2,992,0.201612903
153,割发,2,992,0.201612903
153,过于,2,992,0.201612903
153,慧眼识人,2,992,0.201612903
153,自律,2,992,0.201612903
153,可能,2,992,0.201612903
153,敌阵,2,992,0.201612903
153,尤其,2,992,0.201612903
153,感情投资,2,992,0.201612903
153,亲子,2,992,0.201612903
153,收益,2,992,0.201612903
153,宽容,2,992,0.201612903
153,张绣,2,992,0.201612903
153,人才,2,992,0.201612903
153,领导者,2,992,0.201612903
153,来说,2,992,0.201612903
153,能够,2,992,0.201612903
153,大小,2,992,0.201612903
153,说道,2,992,0.201612903
153,公司,2,992,0.201612903
153,这个,2,992,0.201612903
153,意识,2,992,0.201612903
153,周瑜,2,992,0.201612903
153,主公,2,992,0.201612903
153,许褚,2,992,0.201612903
153,才能,2,992,0.201612903
153,地下,2,992,0.201612903
153,抱起,2,992,0.201612903
153,当时,2,992,0.201612903
153,任人唯贤,2,992,0.201612903
153,展现,2,992,0.201612903
153,不能,2,992,0.201612903
153,出兵,2,992,0.201612903
153,并且,2,992,0.201612903
153,对待,2,992,0.201612903
153,特色,2,992,0.201612903
153,对于,2,992,0.201612903
153,一生,2,992,0.201612903
153,军中,2,992,0.201612903
153,心态,2,992,0.201612903
153,结果,2,992,0.201612903
153,具有,2,992,0.201612903
153,高于一切,2,992,0.201612903
153,司马懿,2,992,0.201612903
153,麦田,2,992,0.201612903
153,能力,2,992,0.201612903
153,但是,2,992,0.201612903
153,爱士,2,992,0.201612903
153,以身作则,2,992,0.201612903
153,长子,2,992,0.201612903
153,艺术,2,992,0.201612903
153,年龄,2,992,0.201612903
153,学习,2,992,0.201612903
153,虽然,2,992,0.201612903
153,一批,2,992,0.201612903
153,著作,2,992,0.201612903
154,从来,2,944,0.211864407
154,这厮,2,944,0.211864407
154,示弱,2,944,0.211864407
154,袁术,2,944,0.211864407
154,何处,2,944,0.211864407
154,时机,2,944,0.211864407
154,衡量,2,944,0.211864407
154,彼时,2,944,0.211864407
154,收留,2,944,0.211864407
154,如何,2,944,0.211864407
154,围城,2,944,0.211864407
154,滋蔓,2,944,0.211864407
154,何如,2,944,0.211864407
154,放弃,2,944,0.211864407
154,心里,2,944,0.211864407
154,回去,2,944,0.211864407
154,陶谦,2,944,0.211864407
154,蓄名,2,944,0.211864407
154,起来,2,944,0.211864407
154,名正言顺,2,944,0.211864407
154,隐介藏形,2,944,0.211864407
154,拳头,2,944,0.211864407
154,最近,2,944,0.211864407
154,常常,2,944,0.211864407
154,人生,2,944,0.211864407
154,于是,2,944,0.211864407
154,那里,2,944,0.211864407
154,一计,2,944,0.211864407
154,天子,2,944,0.211864407
154,常人,2,944,0.211864407
154,英雄,2,944,0.211864407
154,还是,2,944,0.211864407
154,之间,2,944,0.211864407
154,这些,2,944,0.211864407
154,隐忍,2,944,0.211864407
154,养势,2,944,0.211864407
154,性命,2,944,0.211864407
154,名望,2,944,0.211864407
154,有人,2,944,0.211864407
154,一切,2,944,0.211864407
154,养成,2,944,0.211864407
154,有时候,2,944,0.211864407
154,不可,2,944,0.211864407
154,当时,2,944,0.211864407
154,想要,2,944,0.211864407
154,生活,2,944,0.211864407
154,摆在面前,2,944,0.211864407
154,二张,2,944,0.211864407
154,所以,2,944,0.211864407
154,此时,2,944,0.211864407
155,管理,2,336,0.595238095
155,农业,2,336,0.595238095
155,提高,2,336,0.595238095
155,一改,2,336,0.595238095
155,设置,2,336,0.595238095
155,境况,2,336,0.595238095
155,曹操,2,336,0.595238095
155,法正,2,336,0.595238095
155,豪强,2,336,0.595238095
155,典农,2,336,0.595238095
155,刘备,2,336,0.595238095
155,许昌,2,336,0.595238095
155,以往,2,336,0.595238095
155,恢复,2,336,0.595238095
155,蜀国,2,336,0.595238095
155,耕者,2,336,0.595238095
155,孔明,2,336,0.595238095
155,手工业,2,336,0.595238095
155,江南,2,336,0.595238095
155,措施,2,336,0.595238095
156,得以,2,4941,0.040477636
156,加诸,2,4941,0.040477636
156,代行,2,4941,0.040477636
156,因避,2,4941,0.040477636
156,不置,2,4941,0.040477636
156,往往,2,4941,0.040477636
156,右丞相,2,4941,0.040477636
156,邸阁,2,4941,0.040477636
156,职称,2,4941,0.040477636
156,中军,2,4941,0.040477636
156,故名,2,4941,0.040477636
156,督军,2,4941,0.040477636
156,曹史,2,4941,0.040477636
156,吕布,2,4941,0.040477636
156,一般,2,4941,0.040477636
156,司法,2,4941,0.040477636
156,重臣,2,4941,0.040477636
156,中书监,2,4941,0.040477636
156,东西,2,4941,0.040477636
156,职位,2,4941,0.040477636
156,太医,2,4941,0.040477636
156,爵赏,2,4941,0.040477636
156,时杂,2,4941,0.040477636
156,二十,2,4941,0.040477636
156,汉献帝,2,4941,0.040477636
156,将军位,2,4941,0.040477636
156,通侯,2,4941,0.040477636
156,有功者,2,4941,0.040477636
156,置护军,2,4941,0.040477636
156,初置,2,4941,0.040477636
156,劝学,2,4941,0.040477636
156,公府,2,4941,0.040477636
156,都护,2,4941,0.040477636
156,就是,2,4941,0.040477636
156,年间,2,4941,0.040477636
156,帐下,2,4941,0.040477636
156,决定,2,4941,0.040477636
156,县尉,2,4941,0.040477636
156,建武,2,4941,0.040477636
156,黄龙,2,4941,0.040477636
156,实际,2,4941,0.040477636
156,144,2,4941,0.040477636
156,步兵,2,4941,0.040477636
156,作为,2,4941,0.040477636
156,州府,2,4941,0.040477636
156,低于,2,4941,0.040477636
156,汉制,2,4941,0.040477636
156,八座,2,4941,0.040477636
156,冶铁,2,4941,0.040477636
156,以及,2,4941,0.040477636
156,幕府,2,4941,0.040477636
156,得名,2,4941,0.040477636
156,各事,2,4941,0.040477636
156,各置,2,4941,0.040477636
156,如征,2,4941,0.040477636
156,各种,2,4941,0.040477636
156,副手,2,4941,0.040477636
156,出巡,2,4941,0.040477636
156,轮番,2,4941,0.040477636
156,以上,2,4941,0.040477636
156,宗室,2,4941,0.040477636
156,未见,2,4941,0.040477636
156,长信,2,4941,0.040477636
156,总领,2,4941,0.040477636
156,魏初,2,4941,0.040477636
156,汉初,2,4941,0.040477636
156,东观令,2,4941,0.040477636
156,财货,2,4941,0.040477636
156,权力,2,4941,0.040477636
156,监农,2,4941,0.040477636
156,改列侯,2,4941,0.040477636
156,言议,2,4941,0.040477636
156,符节,2,4941,0.040477636
156,曹属,2,4941,0.040477636
156,相国,2,4941,0.040477636
156,太初,2,4941,0.040477636
156,武校尉,2,4941,0.040477636
156,谏议,2,4941,0.040477636
156,兵卫,2,4941,0.040477636
156,治事,2,4941,0.040477636
156,汉宣帝,2,4941,0.040477636
156,汉因,2,4941,0.040477636
156,主兵,2,4941,0.040477636
156,典军,2,4941,0.040477636
156,时设,2,4941,0.040477636
156,有丞,2,4941,0.040477636
156,各国,2,4941,0.040477636
156,乡侯,2,4941,0.040477636
156,职守,2,4941,0.040477636
156,武卫将军,2,4941,0.040477636
156,儒林,2,4941,0.040477636
156,军务,2,4941,0.040477636
156,名目,2,4941,0.040477636
156,建威,2,4941,0.040477636
156,外戚,2,4941,0.040477636
156,谋议,2,4941,0.040477636
156,西周,2,4941,0.040477636
156,彻侯,2,4941,0.040477636
156,尉及,2,4941,0.040477636
156,殿内,2,4941,0.040477636
156,办事,2,4941,0.040477636
156,中散,2,4941,0.040477636
156,汉光武帝,2,4941,0.040477636
156,轻者,2,4941,0.040477636
156,洗马,2,4941,0.040477636
156,复称,2,4941,0.040477636
156,卫将军,2,4941,0.040477636
156,尽护,2,4941,0.040477636
156,开府,2,4941,0.040477636
156,即位,2,4941,0.040477636
156,十三年,2,4941,0.040477636
156,全国,2,4941,0.040477636
156,庶子,2,4941,0.040477636
156,胡骑,2,4941,0.040477636
156,每州置,2,4941,0.040477636
156,城门,2,4941,0.040477636
156,大长秋,2,4941,0.040477636
156,有军,2,4941,0.040477636
156,侍从,2,4941,0.040477636
156,乘舆,2,4941,0.040477636
156,生产,2,4941,0.040477636
156,境内,2,4941,0.040477636
156,时有,2,4941,0.040477636
156,重要,2,4941,0.040477636
156,营建,2,4941,0.040477636
156,十年,2,4941,0.040477636
156,选部,2,4941,0.040477636
156,以后,2,4941,0.040477636
156,军粮,2,4941,0.040477636
156,射声,2,4941,0.040477636
156,辅国,2,4941,0.040477636
156,220,2,4941,0.040477636
156,随行,2,4941,0.040477636
156,重者,2,4941,0.040477636
156,左丞相,2,4941,0.040477636
156,修国史,2,4941,0.040477636
156,吏员,2,4941,0.040477636
156,赞军,2,4941,0.040477636
156,左护军,2,4941,0.040477636
156,战国,2,4941,0.040477636
156,特置,2,4941,0.040477636
156,巡行,2,4941,0.040477636
156,典学,2,4941,0.040477636
156,宫官,2,4941,0.040477636
156,职务,2,4941,0.040477636
156,大臣,2,4941,0.040477636
156,中常,2,4941,0.040477636
156,处理,2,4941,0.040477636
156,别部,2,4941,0.040477636
156,租税,2,4941,0.040477636
156,加大,2,4941,0.040477636
156,禁卫军,2,4941,0.040477636
156,无难,2,4941,0.040477636
156,军队,2,4941,0.040477636
156,治安,2,4941,0.040477636
156,夏侯惇,2,4941,0.040477636
156,设令史,2,4941,0.040477636
156,宫中,2,4941,0.040477636
156,亲近,2,4941,0.040477636
156,等府,2,4941,0.040477636
156,出征,2,4941,0.040477636
156,出行,2,4941,0.040477636
156,盐府,2,4941,0.040477636
156,多置,2,4941,0.040477636
156,隶属,2,4941,0.040477636
156,分管,2,4941,0.040477636
156,益州,2,4941,0.040477636
156,记室,2,4941,0.040477636
156,职责,2,4941,0.040477636
156,先登,2,4941,0.040477636
156,治病,2,4941,0.040477636
156,总揽,2,4941,0.040477636
156,骑都尉,2,4941,0.040477636
156,后置,2,4941,0.040477636
156,管理,2,4941,0.040477636
156,最高级,2,4941,0.040477636
156,为名,2,4941,0.040477636
156,征南将军,2,4941,0.040477636
156,自行,2,4941,0.040477636
156,景帝,2,4941,0.040477636
156,循行,2,4941,0.040477636
156,行政长官,2,4941,0.040477636
157,诸葛亮,2,56,3.571428571
157,第一遍,2,56,3.571428571
158,魏延,2,79,2.53164557
158,时候,2,79,2.53164557
158,自己,2,79,2.53164557
158,记得,2,79,2.53164557
159,体现,2,955,0.209424084
159,之后,2,955,0.209424084
159,亮点,2,955,0.209424084
159,夏侯惇,2,955,0.209424084
159,大气,2,955,0.209424084
159,意思,2,955,0.209424084
159,应该,2,955,0.209424084
159,深刻,2,955,0.209424084
159,出来,2,955,0.209424084
159,曹雪芹,2,955,0.209424084
159,引兵,2,955,0.209424084
159,胸中,2,955,0.209424084
159,多少,2,955,0.209424084
159,恢弘,2,955,0.209424084
159,完全,2,955,0.209424084
159,国外,2,955,0.209424084
159,没有,2,955,0.209424084
159,机谋,2,955,0.209424084
159,计谋,2,955,0.209424084
159,古人,2,955,0.209424084
159,境界,2,955,0.209424084
159,对于,2,955,0.209424084
159,比如,2,955,0.209424084
159,哥哥,2,955,0.209424084
159,特点,2,955,0.209424084
159,使人,2,955,0.209424084
159,诸葛,2,955,0.209424084
159,具有,2,955,0.209424084
159,蕴含,2,955,0.209424084
159,一部,2,955,0.209424084
159,曹操,2,955,0.209424084
159,因素,2,955,0.209424084
159,读书,2,955,0.209424084
159,那些,2,955,0.209424084
159,杜甫,2,955,0.209424084
159,诸葛亮,2,955,0.209424084
159,来说,2,955,0.209424084
159,之外,2,955,0.209424084
159,刻画,2,955,0.209424084
159,汉中,2,955,0.209424084
159,场面,2,955,0.209424084
159,不是,2,955,0.209424084
159,看见,2,955,0.209424084
159,面前,2,955,0.209424084
159,什么,2,955,0.209424084
159,人物形象,2,955,0.209424084
159,达到,2,955,0.209424084
159,存在,2,955,0.209424084
159,一个个,2,955,0.209424084
159,要说,2,955,0.209424084
159,流传,2,955,0.209424084
159,身临其境,2,955,0.209424084
159,简单,2,955,0.209424084
159,莎士比亚,2,955,0.209424084
159,大叫,2,955,0.209424084
159,聪明,2,955,0.209424084
159,一是,2,955,0.209424084
159,知识,2,955,0.209424084
16,智慧,2,124,1.612903226
16,一切,2,124,1.612903226
16,自己,2,124,1.612903226
16,是因为,2,124,1.612903226
16,尴尬,2,124,1.612903226
16,毁掉,2,124,1.612903226
16,逻辑,2,124,1.612903226
16,残酷,2,124,1.612903226
16,现在,2,124,1.612903226
161,关羽,2,49,4.081632653
161,情谊,2,49,4.081632653
161,张飞,2,49,4.081632653
161,报仇,2,49,4.081632653
161,刘备,2,49,4.081632653
162,其他,2,703,0.284495021
162,大戟,2,703,0.284495021
162,于是,2,703,0.284495021
162,杀敌,2,703,0.284495021
162,一些,2,703,0.284495021
162,不容,2,703,0.284495021
162,吕蒙,2,703,0.284495021
162,关键性,2,703,0.284495021
162,另一方面,2,703,0.284495021
162,优势,2,703,0.284495021
162,不算,2,703,0.284495021
162,至于,2,703,0.284495021
162,紧要,2,703,0.284495021
162,韩综,2,703,0.284495021
162,军中,2,703,0.284495021
162,纵横,2,703,0.284495021
162,中军,2,703,0.284495021
162,无人,2,703,0.284495021
162,作用,2,703,0.284495021
162,白衣,2,703,0.284495021
162,焉能,2,703,0.284495021
162,墩台,2,703,0.284495021
162,枪刺,2,703,0.284495021
162,斗争,2,703,0.284495021
162,大震,2,703,0.284495021
162,人马,2,703,0.284495021
162,雪中奋,2,703,0.284495021
162,曹营,2,703,0.284495021
162,不令,2,703,0.284495021
162,使得,2,703,0.284495021
162,突袭,2,703,0.284495021
162,左右,2,703,0.284495021
162,胡遵,2,703,0.284495021
162,百骑,2,703,0.284495021
162,东兴,2,703,0.284495021
162,一声,2,703,0.284495021
162,短兵,2,703,0.284495021
162,吴的,2,703,0.284495021
162,而后,2,703,0.284495021
162,关羽,2,703,0.284495021
162,非常,2,703,0.284495021
163,命运,2,50,4
163,英雄,2,50,4
164,同年,2,108,1.851851852
164,友谊,2,108,1.851851852
164,张飞,2,108,1.851851852
164,如今,2,108,1.851851852
164,过于,2,108,1.851851852
164,结义,2,108,1.851851852
164,关羽,2,108,1.851851852
164,实在,2,108,1.851851852
164,为了,2,108,1.851851852
165,今天,2,1882,0.106269926
165,军事,2,1882,0.106269926
165,天算,2,1882,0.106269926
165,三十万,2,1882,0.106269926
165,而发,2,1882,0.106269926
165,谷口,2,1882,0.106269926
165,发生,2,1882,0.106269926
165,第二年,2,1882,0.106269926
165,鞠躬尽瘁,2,1882,0.106269926
165,诸葛,2,1882,0.106269926
165,原因,2,1882,0.106269926
165,阳关,2,1882,0.106269926
165,淡定,2,1882,0.106269926
165,添加,2,1882,0.106269926
165,不成,2,1882,0.106269926
165,加上,2,1882,0.106269926
165,人口,2,1882,0.106269926
165,告诉,2,1882,0.106269926
165,风流人物,2,1882,0.106269926
165,事必躬亲,2,1882,0.106269926
165,或是,2,1882,0.106269926
165,翼德,2,1882,0.106269926
165,劝谏,2,1882,0.106269926
165,回忆起,2,1882,0.106269926
165,天下人,2,1882,0.106269926
165,结果,2,1882,0.106269926
165,下定决心,2,1882,0.106269926
165,在外,2,1882,0.106269926
165,好友,2,1882,0.106269926
165,武侯,2,1882,0.106269926
165,不肯,2,1882,0.106269926
165,知天命,2,1882,0.106269926
165,生命,2,1882,0.106269926
165,成都,2,1882,0.106269926
165,已成,2,1882,0.106269926
165,谗佞,2,1882,0.106269926
165,将军,2,1882,0.106269926
165,重要,2,1882,0.106269926
165,不敢,2,1882,0.106269926
165,一些,2,1882,0.106269926
165,崔州平,2,1882,0.106269926
165,水淹七军,2,1882,0.106269926
165,不同,2,1882,0.106269926
165,一杯,2,1882,0.106269926
165,无论,2,1882,0.106269926
165,流传,2,1882,0.106269926
165,局势,2,1882,0.106269926
165,劝君,2,1882,0.106269926
165,九伐,2,1882,0.106269926
165,隆中,2,1882,0.106269926
165,往来,2,1882,0.106269926
165,首先,2,1882,0.106269926
165,败走麦城,2,1882,0.106269926
165,乃是,2,1882,0.106269926
165,这样,2,1882,0.106269926
165,其时,2,1882,0.106269926
165,石广元,2,1882,0.106269926
165,不济,2,1882,0.106269926
165,似乎,2,1882,0.106269926
165,人们,2,1882,0.106269926
165,失去,2,1882,0.106269926
165,正式,2,1882,0.106269926
165,西出,2,1882,0.106269926
165,姜维,2,1882,0.106269926
165,即便,2,1882,0.106269926
165,便是,2,1882,0.106269926
165,神算,2,1882,0.106269926
165,但是,2,1882,0.106269926
165,不曾,2,1882,0.106269926
165,躬耕,2,1882,0.106269926
165,韬光养晦,2,1882,0.106269926
165,费祎,2,1882,0.106269926
165,舌战群儒,2,1882,0.106269926
165,西蜀,2,1882,0.106269926
165,抑或,2,1882,0.106269926
165,关羽,2,1882,0.106269926
165,便宜,2,1882,0.106269926
165,关张,2,1882,0.106269926
165,出兵,2,1882,0.106269926
165,有些,2,1882,0.106269926
165,他人,2,1882,0.106269926
165,死而后已,2,1882,0.106269926
165,总是,2,1882,0.106269926
165,岂不知,2,1882,0.106269926
165,各种各样,2,1882,0.106269926
165,震天,2,1882,0.106269926
165,丞相,2,1882,0.106269926
165,塑造,2,1882,0.106269926
165,赤壁,2,1882,0.106269926
165,谯周,2,1882,0.106269926
165,孟获,2,1882,0.106269926
165,司马徽,2,1882,0.106269926
165,砝码,2,1882,0.106269926
165,准备,2,1882,0.106269926
165,先有,2,1882,0.106269926
165,五丈,2,1882,0.106269926
165,故人,2,1882,0.106269926
165,留下,2,1882,0.106269926
165,使者,2,1882,0.106269926
165,失败,2,1882,0.106269926
165,反应,2,1882,0.106269926
165,经过,2,1882,0.106269926
165,很多,2,1882,0.106269926
165,浑浊,2,1882,0.106269926
165,水镜,2,1882,0.106269926
165,人物,2,1882,0.106269926
165,日后,2,1882,0.106269926
165,用兵,2,1882,0.106269926
165,罢了,2,1882,0.106269926
165,司马仲达,2,1882,0.106269926
165,董允,2,1882,0.106269926
165,最后,2,1882,0.106269926
165,大胜,2,1882,0.106269926
165,舞台,2,1882,0.106269926
165,225,2,1882,0.106269926
165,周瑜,2,1882,0.106269926
165,十万,2,1882,0.106269926
165,寰宇,2,1882,0.106269926
165,何必,2,1882,0.106269926
165,用火,2,1882,0.106269926
166,书籍,2,24,8.333333333
167,比得,2,26,7.692307692
167,神奇,2,26,7.692307692
168,作为,2,280,0.714285714
168,时代,2,280,0.714285714
168,少不读,2,280,0.714285714
168,军事,2,280,0.714285714
168,为了,2,280,0.714285714
168,领悟,2,280,0.714285714
168,但是,2,280,0.714285714
168,不过,2,280,0.714285714
168,老不读,2,280,0.714285714
168,我们,2,280,0.714285714
168,出如,2,280,0.714285714
168,一方面,2,280,0.714285714
168,可以,2,280,0.714285714
168,时候,2,280,0.714285714
168,当时,2,280,0.714285714
169,故事,2,47,4.255319149
169,三国志,2,47,4.255319149
169,电子书,2,47,4.255319149
169,txt,2,47,4.255319149
169,下载,2,47,4.255319149
169,演义,2,47,4.255319149
170,知道,2,24,8.333333333
170,火烧,2,24,8.333333333
170,关羽,2,24,8.333333333
170,诸葛亮,2,24,8.333333333
171,评价,2,107,1.869158879
171,自己,2,107,1.869158879
171,第一次,2,107,1.869158879
171,时候,2,107,1.869158879
172,以后,2,1723,0.116076611
172,活动,2,1723,0.116076611
172,特点,2,1723,0.116076611
172,因素,2,1723,0.116076611
172,大气,2,1723,0.116076611
172,需要,2,1723,0.116076611
172,起来,2,1723,0.116076611
172,古人,2,1723,0.116076611
172,另一方面,2,1723,0.116076611
172,读书,2,1723,0.116076611
172,没有,2,1723,0.116076611
172,见招拆招,2,1723,0.116076611
172,一面,2,1723,0.116076611
172,孙权,2,1723,0.116076611
172,来说,2,1723,0.116076611
172,大战,2,1723,0.116076611
172,赵云,2,1723,0.116076611
172,明显,2,1723,0.116076611
172,流传,2,1723,0.116076611
172,此处,2,1723,0.116076611
172,虚实,2,1723,0.116076611
172,汉水,2,1723,0.116076611
172,宏大,2,1723,0.116076611
172,出战,2,1723,0.116076611
172,对付,2,1723,0.116076611
172,一个个,2,1723,0.116076611
172,方式,2,1723,0.116076611
172,对应,2,1723,0.116076611
172,不同于,2,1723,0.116076611
172,有意思,2,1723,0.116076611
172,多少,2,1723,0.116076611
172,意思,2,1723,0.116076611
172,恰恰,2,1723,0.116076611
172,不可,2,1723,0.116076611
172,之外,2,1723,0.116076611
172,之后,2,1723,0.116076611
172,恢弘,2,1723,0.116076611
172,身临其境,2,1723,0.116076611
172,一定,2,1723,0.116076611
172,主要,2,1723,0.116076611
172,舌战群儒,2,1723,0.116076611
172,出来,2,1723,0.116076611
172,夏侯惇,2,1723,0.116076611
172,并且,2,1723,0.116076611
172,他用,2,1723,0.116076611
172,理智,2,1723,0.116076611
172,可能,2,1723,0.116076611
172,胸中,2,1723,0.116076611
172,书评,2,1723,0.116076611
172,杜甫,2,1723,0.116076611
172,觉得,2,1723,0.116076611
172,知识,2,1723,0.116076611
172,或者说,2,1723,0.116076611
172,子龙,2,1723,0.116076611
172,境界,2,1723,0.116076611
172,主公,2,1723,0.116076611
172,萌关,2,1723,0.116076611
172,具有,2,1723,0.116076611
172,一是,2,1723,0.116076611
172,不可自拔,2,1723,0.116076611
172,特别,2,1723,0.116076611
172,刻画,2,1723,0.116076611
172,深谙,2,1723,0.116076611
172,感悟,2,1723,0.116076611
172,对阵,2,1723,0.116076611
172,赤壁,2,1723,0.116076611
172,一部,2,1723,0.116076611
172,国外,2,1723,0.116076611
172,有时候,2,1723,0.116076611
172,百万,2,1723,0.116076611
172,曹雪芹,2,1723,0.116076611
172,但是,2,1723,0.116076611
172,情节,2,1723,0.116076611
172,汉中,2,1723,0.116076611
172,使人,2,1723,0.116076611
172,机谋,2,1723,0.116076611
172,不行,2,1723,0.116076611
172,莎士比亚,2,1723,0.116076611
172,业余时间,2,1723,0.116076611
172,等到,2,1723,0.116076611
172,随之,2,1723,0.116076611
172,这里,2,1723,0.116076611
172,完全,2,1723,0.116076611
172,影响,2,1723,0.116076611
172,炮响,2,1723,0.116076611
172,面前,2,1723,0.116076611
172,陆逊,2,1723,0.116076611
172,一切,2,1723,0.116076611
172,天下,2,1723,0.116076611
172,聪明,2,1723,0.116076611
172,可见,2,1723,0.116076611
172,蕴含,2,1723,0.116076611
172,进攻,2,1723,0.116076611
172,用兵,2,1723,0.116076611
172,早些,2,1723,0.116076611
172,两个,2,1723,0.116076611
172,深刻,2,1723,0.116076611
172,翼德,2,1723,0.116076611
172,场面,2,1723,0.116076611
172,精彩,2,1723,0.116076611
172,下来,2,1723,0.116076611
172,等等等等,2,1723,0.116076611
172,不知,2,1723,0.116076611
172,所谓,2,1723,0.116076611
172,什么,2,1723,0.116076611
172,亮点,2,1723,0.116076611
172,等等,2,1723,0.116076611
172,军师,2,1723,0.116076611
172,三十六计,2,1723,0.116076611
172,存在,2,1723,0.116076611
172,锻炼,2,1723,0.116076611
172,方可,2,1723,0.116076611
173,搞笑,2,46,4.347826087
173,诸葛亮,2,46,4.347826087
174,刘皇叔,2,1128,0.177304965
174,一面,2,1128,0.177304965
174,作用,2,1128,0.177304965
174,渐渐,2,1128,0.177304965
174,下马,2,1128,0.177304965
174,司马昭之心,2,1128,0.177304965
174,和亲,2,1128,0.177304965
174,冀州,2,1128,0.177304965
174,已知,2,1128,0.177304965
174,注意,2,1128,0.177304965
174,行事,2,1128,0.177304965
174,相当,2,1128,0.177304965
174,出城,2,1128,0.177304965
174,隐性,2,1128,0.177304965
174,手中,2,1128,0.177304965
174,挟天子以令诸侯,2,1128,0.177304965
174,探听虚实,2,1128,0.177304965
174,美人计,2,1128,0.177304965
174,一次次,2,1128,0.177304965
174,南徐,2,1128,0.177304965
174,分析,2,1128,0.177304965
174,东吴,2,1128,0.177304965
174,海面,2,1128,0.177304965
174,过江,2,1128,0.177304965
174,酒食,2,1128,0.177304965
174,连夜,2,1128,0.177304965
174,讯息,2,1128,0.177304965
174,此处,2,1128,0.177304965
174,这个,2,1128,0.177304965
174,玄武池,2,1128,0.177304965
174,先知,2,1128,0.177304965
174,临时,2,1128,0.177304965
174,冰山,2,1128,0.177304965
174,赵云,2,1128,0.177304965
174,性命,2,1128,0.177304965
174,发现,2,1128,0.177304965
174,天时,2,1128,0.177304965
174,五十四,2,1128,0.177304965
174,看似,2,1128,0.177304965
174,势力,2,1128,0.177304965
174,细作,2,1128,0.177304965
174,贺喜,2,1128,0.177304965
174,准备,2,1128,0.177304965
174,这些,2,1128,0.177304965
174,莫非,2,1128,0.177304965
174,及其,2,1128,0.177304965
174,不可,2,1128,0.177304965
174,暗弱,2,1128,0.177304965
174,这里,2,1128,0.177304965
174,再者说,2,1128,0.177304965
174,居于,2,1128,0.177304965
174,绝对,2,1128,0.177304965
174,以练,2,1128,0.177304965
174,汉室,2,1128,0.177304965
174,谋划,2,1128,0.177304965
174,比如,2,1128,0.177304965
174,成功,2,1128,0.177304965
174,后来,2,1128,0.177304965
174,险棋,2,1128,0.177304965
174,怀疑,2,1128,0.177304965
174,以为,2,1128,0.177304965
174,密令,2,1128,0.177304965
174,孙子,2,1128,0.177304965
174,江南,2,1128,0.177304965
174,想来,2,1128,0.177304965
174,主公,2,1128,0.177304965
174,出来,2,1128,0.177304965
174,何人,2,1128,0.177304965
174,涉险,2,1128,0.177304965
174,事事,2,1128,0.177304965
174,初出茅庐,2,1128,0.177304965
174,水军,2,1128,0.177304965
174,出川,2,1128,0.177304965
175,后来,2,833,0.240096038
175,交给,2,833,0.240096038
175,一生,2,833,0.240096038
175,军事,2,833,0.240096038
175,遗诏,2,833,0.240096038
175,张皇后,2,833,0.240096038
175,战役,2,833,0.240096038
175,文字,2,833,0.240096038
175,好像,2,833,0.240096038
175,一段,2,833,0.240096038
175,炫耀,2,833,0.240096038
175,我们,2,833,0.240096038
175,群臣,2,833,0.240096038
175,24,2,833,0.240096038
175,十分,2,833,0.240096038
175,可以,2,833,0.240096038
175,看过,2,833,0.240096038
175,完全,2,833,0.240096038
175,为什么,2,833,0.240096038
175,一定,2,833,0.240096038
175,大权,2,833,0.240096038
175,白帝城,2,833,0.240096038
175,后方,2,833,0.240096038
175,配合,2,833,0.240096038
