id2,id,label,term,tf,df,idf,tfidf
1,1,3,成分,2,0.010752688,3.839452313,7.678904625
2,1,3,搜集,2,0.021505376,3.433987204,6.867974409
3,1,3,丰富,2,0.032258065,3.146305132,6.292610264
4,1,3,许多,2,0.086021505,2.335374916,4.670749832
5,1,3,史料,2,0.107526882,2.13470422,4.269408441
6,1,3,不少,2,0.11827957,2.047692843,4.095385687
7,1,3,加注,1,0.010752688,3.839452313,3.839452313
8,1,3,去伪存真,1,0.010752688,3.839452313,3.839452313
9,1,3,无中生有,1,0.010752688,3.839452313,3.839452313
10,1,3,演绎,1,0.010752688,3.839452313,3.839452313
11,1,3,治学严谨,1,0.010752688,3.839452313,3.839452313
12,1,3,裴松之,2,0.161290323,1.760010771,3.520021542
13,1,3,单独,1,0.021505376,3.433987204,3.433987204
14,1,3,收录,1,0.021505376,3.433987204,3.433987204
15,1,3,添加,1,0.021505376,3.433987204,3.433987204
16,1,3,太多,1,0.043010753,2.923161581,2.923161581
17,1,3,本来,1,0.053763441,2.740840024,2.740840024
18,1,3,怀疑,1,0.075268817,2.453157951,2.453157951
19,1,3,陈寿,2,0.290322581,1.200394983,2.400789966
20,1,3,又,3,0.440860215,0.794929875,2.384789625
21,1,3,看看,1,0.086021505,2.335374916,2.335374916
22,1,3,里面,1,0.086021505,2.335374916,2.335374916
23,1,3,载,1,0.086021505,2.335374916,2.335374916
24,1,3,内容,1,0.096774194,2.2300144,2.2300144
25,1,3,值得,1,0.096774194,2.2300144,2.2300144
26,1,3,加,1,0.107526882,2.13470422,2.13470422
27,1,3,毕竟,1,0.11827957,2.047692843,2.047692843
28,1,3,基础,1,0.11827957,2.047692843,2.047692843
29,1,3,了解,1,0.139784946,1.893542164,1.893542164
30,1,3,由,1,0.139784946,1.893542164,1.893542164
31,1,3,注,1,0.161290323,1.760010771,1.760010771
32,1,3,三国志,5,0.698924731,0.342944751,1.714723756
33,1,3,到,2,0.419354839,0.843720039,1.687440078
34,1,3,写,1,0.215053763,1.488077055,1.488077055
35,1,3,其实,1,0.225806452,1.44155704,1.44155704
36,1,3,三国演义,1,0.225806452,1.44155704,1.44155704
37,1,3,了,5,0.752688172,0.269919616,1.349598081
38,1,3,过,1,0.258064516,1.313723668,1.313723668
39,1,3,后来,1,0.258064516,1.313723668,1.313723668
40,1,3,就是,1,0.279569892,1.236762627,1.236762627
41,1,3,给,1,0.290322581,1.200394983,1.200394983
42,1,3,还是,1,0.290322581,1.200394983,1.200394983
43,1,3,比,1,0.333333333,1.06686359,1.06686359
44,1,3,里,1,0.333333333,1.06686359,1.06686359
45,1,3,要,1,0.35483871,1.006238969,1.006238969
46,1,3,推荐,1,0.376344086,0.949080555,0.949080555
47,1,3,的,6,0.860215054,0.138150338,0.828902031
48,1,3,得,1,0.440860215,0.794929875,0.794929875
49,1,3,三国,1,0.505376344,0.661398482,0.661398482
50,1,3,上,1,0.505376344,0.661398482,0.661398482
51,1,3,没有,1,0.52688172,0.620576488,0.620576488
52,1,3,都,1,0.548387097,0.581355775,0.581355775
53,1,3,而,1,0.666666667,0.389464767,0.389464767
54,1,3,在,1,0.709677419,0.327906874,0.327906874
55,2,2,荀彧,11,0.129032258,1.967650136,21.64415149
56,2,2,曹操,22,0.505376344,0.661398482,14.55076661
57,2,2,本强基,3,0.010752688,3.839452313,11.51835694
58,2,2,奉天,3,0.010752688,3.839452313,11.51835694
59,2,2,谋士,5,0.11827957,2.047692843,10.23846422
60,2,2,迎,3,0.032258065,3.146305132,9.438915396
61,2,2,固,3,0.053763441,2.740840024,8.222520072
62,2,2,计划,3,0.053763441,2.740840024,8.222520072
63,2,2,资本,3,0.053763441,2.740840024,8.222520072
64,2,2,评析,2,0.010752688,3.839452313,7.678904625
65,2,2,营中,2,0.010752688,3.839452313,7.678904625
66,2,2,大本营,2,0.021505376,3.433987204,6.867974409
67,2,2,群雄逐鹿,2,0.021505376,3.433987204,6.867974409
68,2,2,主意,2,0.021505376,3.433987204,6.867974409
69,2,2,奋斗,2,0.032258065,3.146305132,6.292610264
70,2,2,第一,3,0.139784946,1.893542164,5.680626491
71,2,2,帮,2,0.053763441,2.740840024,5.481680048
72,2,2,的,39,0.860215054,0.138150338,5.387863201
73,2,2,三个,2,0.064516129,2.586689344,5.173378688
74,2,2,说,6,0.419354839,0.843720039,5.062320234
75,2,2,曾经,2,0.075268817,2.453157951,4.906315903
76,2,2,没有,7,0.52688172,0.620576488,4.344035414
77,2,2,正是,2,0.11827957,2.047692843,4.095385687
78,2,2,中国,2,0.11827957,2.047692843,4.095385687
79,2,2,可见,2,0.129032258,1.967650136,3.935300271
80,2,2,比做,1,0.010752688,3.839452313,3.839452313
81,2,2,波澜壮阔,1,0.010752688,3.839452313,3.839452313
82,2,2,步骤,1,0.010752688,3.839452313,3.839452313
83,2,2,绰绰有余,1,0.010752688,3.839452313,3.839452313
84,2,2,充分体现,1,0.010752688,3.839452313,3.839452313
85,2,2,传在,1,0.010752688,3.839452313,3.839452313
86,2,2,打拼,1,0.010752688,3.839452313,3.839452313
87,2,2,大干一场,1,0.010752688,3.839452313,3.839452313
88,2,2,第十,1,0.010752688,3.839452313,3.839452313
89,2,2,洞察力,1,0.010752688,3.839452313,3.839452313
90,2,2,孤身一人,1,0.010752688,3.839452313,3.839452313
91,2,2,何止,1,0.010752688,3.839452313,3.839452313
92,2,2,很前,1,0.010752688,3.839452313,3.839452313
93,2,2,及时,1,0.010752688,3.839452313,3.839452313
94,2,2,姜子牙,1,0.010752688,3.839452313,3.839452313
95,2,2,精辟,1,0.010752688,3.839452313,3.839452313
96,2,2,军事学,1,0.010752688,3.839452313,3.839452313
97,2,2,扩张,1,0.010752688,3.839452313,3.839452313
98,2,2,漫长岁月,1,0.010752688,3.839452313,3.839452313
99,2,2,能征善战,1,0.010752688,3.839452313,3.839452313
100,2,2,片段,1,0.010752688,3.839452313,3.839452313
101,2,2,起码,1,0.010752688,3.839452313,3.839452313
102,2,2,恰当,1,0.010752688,3.839452313,3.839452313
103,2,2,群星,1,0.010752688,3.839452313,3.839452313
104,2,2,深邃,1,0.010752688,3.839452313,3.839452313
105,2,2,术语,1,0.010752688,3.839452313,3.839452313
106,2,2,甩开膀子,1,0.010752688,3.839452313,3.839452313
107,2,2,水镜,1,0.010752688,3.839452313,3.839452313
108,2,2,四百年,1,0.010752688,3.839452313,3.839452313
109,2,2,旺汉,1,0.010752688,3.839452313,3.839452313
110,2,2,文臣武将,1,0.010752688,3.839452313,3.839452313
111,2,2,稳定下来,1,0.010752688,3.839452313,3.839452313
112,2,2,向外,1,0.010752688,3.839452313,3.839452313
113,2,2,小试牛刀,1,0.010752688,3.839452313,3.839452313
114,2,2,血气,1,0.010752688,3.839452313,3.839452313
115,2,2,要知,1,0.010752688,3.839452313,3.839452313
116,2,2,也品,1,0.010752688,3.839452313,3.839452313
117,2,2,一二千,1,0.010752688,3.839452313,3.839452313
118,2,2,一眼,1,0.010752688,3.839452313,3.839452313
119,2,2,一整套,1,0.010752688,3.839452313,3.839452313
120,2,2,原理,1,0.010752688,3.839452313,3.839452313
121,2,2,张子房,1,0.010752688,3.839452313,3.839452313
122,2,2,阵营,1,0.010752688,3.839452313,3.839452313
123,2,2,阵中,1,0.010752688,3.839452313,3.839452313
124,2,2,阵中众,1,0.010752688,3.839452313,3.839452313
125,2,2,中排,1,0.010752688,3.839452313,3.839452313
126,2,2,周年,1,0.010752688,3.839452313,3.839452313
127,2,2,子则,1,0.010752688,3.839452313,3.839452313
128,2,2,最强,1,0.010752688,3.839452313,3.839452313
129,2,2,而已,2,0.139784946,1.893542164,3.787084327
130,2,2,能力,2,0.139784946,1.893542164,3.787084327
131,2,2,这个,3,0.279569892,1.236762627,3.710287881
132,2,2,袁绍,2,0.150537634,1.824549292,3.649098584
133,2,2,只有,2,0.161290323,1.760010771,3.520021542
134,2,2,灿烂,1,0.021505376,3.433987204,3.433987204
135,2,2,第一位,1,0.021505376,3.433987204,3.433987204
136,2,2,集中体现,1,0.021505376,3.433987204,3.433987204
137,2,2,挟天子以令诸侯,1,0.021505376,3.433987204,3.433987204
138,2,2,力学,1,0.021505376,3.433987204,3.433987204
139,2,2,全局,1,0.021505376,3.433987204,3.433987204
140,2,2,认定,1,0.021505376,3.433987204,3.433987204
141,2,2,守住,1,0.021505376,3.433987204,3.433987204
142,2,2,为首,1,0.021505376,3.433987204,3.433987204
143,2,2,一步步,1,0.021505376,3.433987204,3.433987204
144,2,2,这套,1,0.021505376,3.433987204,3.433987204
145,2,2,逐鹿,1,0.021505376,3.433987204,3.433987204
146,2,2,子房,1,0.021505376,3.433987204,3.433987204
147,2,2,足智多谋,1,0.021505376,3.433987204,3.433987204
148,2,2,遵循,1,0.021505376,3.433987204,3.433987204
149,2,2,子,2,0.172043011,1.699386149,3.398772298
150,2,2,作为,2,0.193548387,1.588160514,3.176321028
151,2,2,定位,1,0.032258065,3.146305132,3.146305132
152,2,2,对抗,1,0.032258065,3.146305132,3.146305132
153,2,2,而后,1,0.032258065,3.146305132,3.146305132
154,2,2,叫做,1,0.032258065,3.146305132,3.146305132
155,2,2,接下来,1,0.032258065,3.146305132,3.146305132
156,2,2,统领,1,0.032258065,3.146305132,3.146305132
157,2,2,王佐之,1,0.032258065,3.146305132,3.146305132
158,2,2,一战,1,0.032258065,3.146305132,3.146305132
159,2,2,证明,1,0.032258065,3.146305132,3.146305132
160,2,2,资格,1,0.032258065,3.146305132,3.146305132
161,2,2,时候,2,0.204301075,1.53686722,3.073734439
162,2,2,才华,1,0.043010753,2.923161581,2.923161581
163,2,2,风,1,0.043010753,2.923161581,2.923161581
164,2,2,豪杰,1,0.043010753,2.923161581,2.923161581
165,2,2,群雄,1,0.043010753,2.923161581,2.923161581
166,2,2,三大,1,0.043010753,2.923161581,2.923161581
167,2,2,设计,1,0.043010753,2.923161581,2.923161581
168,2,2,事业,1,0.043010753,2.923161581,2.923161581
169,2,2,四史,1,0.043010753,2.923161581,2.923161581
170,2,2,提出,1,0.043010753,2.923161581,2.923161581
171,2,2,兴,1,0.043010753,2.923161581,2.923161581
172,2,2,严格,1,0.043010753,2.923161581,2.923161581
173,2,2,一身,1,0.043010753,2.923161581,2.923161581
174,2,2,优势,1,0.043010753,2.923161581,2.923161581
175,2,2,应该,2,0.225806452,1.44155704,2.88311408
176,2,2,将,3,0.376344086,0.949080555,2.847241664
177,2,2,方向,1,0.053763441,2.740840024,2.740840024
178,2,2,集团,1,0.053763441,2.740840024,2.740840024
179,2,2,先是,1,0.053763441,2.740840024,2.740840024
180,2,2,著名,1,0.053763441,2.740840024,2.740840024
181,2,2,最早,1,0.053763441,2.740840024,2.740840024
182,2,2,中,4,0.494623656,0.682451891,2.729807566
183,2,2,可以,3,0.397849462,0.895013333,2.68504
184,2,2,北方,1,0.064516129,2.586689344,2.586689344
185,2,2,不算,1,0.064516129,2.586689344,2.586689344
186,2,2,定,1,0.064516129,2.586689344,2.586689344
187,2,2,发展,1,0.064516129,2.586689344,2.586689344
188,2,2,进攻,1,0.064516129,2.586689344,2.586689344
189,2,2,魅力,1,0.064516129,2.586689344,2.586689344
190,2,2,末,1,0.064516129,2.586689344,2.586689344
191,2,2,掌握,1,0.064516129,2.586689344,2.586689344
192,2,2,这段,1,0.064516129,2.586689344,2.586689344
193,2,2,如果说,1,0.075268817,2.453157951,2.453157951
194,2,2,使得,1,0.075268817,2.453157951,2.453157951
195,2,2,投靠,1,0.075268817,2.453157951,2.453157951
196,2,2,指,1,0.075268817,2.453157951,2.453157951
197,2,2,准备,1,0.075268817,2.453157951,2.453157951
198,2,2,了,9,0.752688172,0.269919616,2.429276545
199,2,2,表现,1,0.086021505,2.335374916,2.335374916
200,2,2,具有,1,0.086021505,2.335374916,2.335374916
201,2,2,首先,1,0.086021505,2.335374916,2.335374916
202,2,2,或者,1,0.096774194,2.2300144,2.2300144
203,2,2,之一,1,0.096774194,2.2300144,2.2300144
204,2,2,诸葛亮,2,0.322580645,1.098612289,2.197224577
205,2,2,地位,1,0.107526882,2.13470422,2.13470422
206,2,2,评论,1,0.107526882,2.13470422,2.13470422
207,2,2,实力,1,0.107526882,2.13470422,2.13470422
208,2,2,士,1,0.107526882,2.13470422,2.13470422
209,2,2,找到,1,0.107526882,2.13470422,2.13470422
210,2,2,才能,1,0.11827957,2.047692843,2.047692843
211,2,2,却是,1,0.11827957,2.047692843,2.047692843
212,2,2,就,4,0.591397849,0.507247802,2.02899121
213,2,2,先生,1,0.129032258,1.967650136,1.967650136
214,2,2,一般,1,0.129032258,1.967650136,1.967650136
215,2,2,一人,1,0.129032258,1.967650136,1.967650136
216,2,2,主要,1,0.129032258,1.967650136,1.967650136
217,2,2,历史,2,0.376344086,0.949080555,1.898161109
218,2,2,分析,1,0.150537634,1.824549292,1.824549292
219,2,2,魏书,1,0.150537634,1.824549292,1.824549292
220,2,2,难,1,0.161290323,1.760010771,1.760010771
221,2,2,起,1,0.161290323,1.760010771,1.760010771
222,2,2,向,1,0.161290323,1.760010771,1.760010771
223,2,2,之间,1,0.161290323,1.760010771,1.760010771
224,2,2,比较,1,0.172043011,1.699386149,1.699386149
225,2,2,成为,1,0.172043011,1.699386149,1.699386149
226,2,2,的话,1,0.172043011,1.699386149,1.699386149
227,2,2,而且,1,0.172043011,1.699386149,1.699386149
228,2,2,且,1,0.172043011,1.699386149,1.699386149
229,2,2,吾,1,0.172043011,1.699386149,1.699386149
230,2,2,时期,1,0.182795699,1.642227735,1.642227735
231,2,2,似乎,1,0.182795699,1.642227735,1.642227735
232,2,2,一段,1,0.182795699,1.642227735,1.642227735
233,2,2,政治,1,0.182795699,1.642227735,1.642227735
234,2,2,在,5,0.709677419,0.327906874,1.639534369
235,2,2,又,2,0.440860215,0.794929875,1.58985975
236,2,2,评价,1,0.193548387,1.588160514,1.588160514
237,2,2,发现,1,0.204301075,1.53686722,1.53686722
238,2,2,成,1,0.215053763,1.488077055,1.488077055
239,2,2,这些,1,0.215053763,1.488077055,1.488077055
240,2,2,用,1,0.225806452,1.44155704,1.44155704
241,2,2,记载,1,0.23655914,1.397105277,1.397105277
242,2,2,自己,2,0.494623656,0.682451891,1.364903783
243,2,2,孙权,1,0.247311828,1.354545663,1.354545663
244,2,2,三国,2,0.505376344,0.661398482,1.322796964
245,2,2,过,1,0.258064516,1.313723668,1.313723668
246,2,2,后来,1,0.258064516,1.313723668,1.313723668
247,2,2,那么,1,0.258064516,1.313723668,1.313723668
248,2,2,最,1,0.258064516,1.313723668,1.313723668
249,2,2,前,1,0.268817204,1.274502955,1.274502955
250,2,2,之,4,0.720430108,0.313091788,1.252367152
251,2,2,虽然,1,0.279569892,1.236762627,1.236762627
252,2,2,只,1,0.279569892,1.236762627,1.236762627
253,2,2,是,7,0.827956989,0.175890666,1.231234665
254,2,2,出,1,0.290322581,1.200394983,1.200394983
255,2,2,所以,1,0.301075269,1.165303663,1.165303663
256,2,2,只是,1,0.301075269,1.165303663,1.165303663
257,2,2,和,2,0.548387097,0.581355775,1.162711549
258,2,2,也,4,0.741935484,0.284104251,1.136417004
259,2,2,刘备,1,0.311827957,1.131402111,1.131402111
260,2,2,才,1,0.344086022,1.036091932,1.036091932
261,2,2,从,1,0.365591398,0.977251432,0.977251432
262,2,2,当,1,0.376344086,0.949080555,0.949080555
263,2,2,其,1,0.397849462,0.895013333,0.895013333
264,2,2,到,1,0.419354839,0.843720039,0.843720039
265,2,2,很,1,0.419354839,0.843720039,0.843720039
266,2,2,并,1,0.430107527,0.819027426,0.819027426
267,2,2,有,2,0.655913978,0.405465108,0.810930216
268,2,2,而,2,0.666666667,0.389464767,0.778929534
269,2,2,时,1,0.451612903,0.771399377,0.771399377
270,2,2,一个,1,0.451612903,0.771399377,0.771399377
271,2,2,三国志,2,0.698924731,0.342944751,0.685889502
272,2,2,但,1,0.516129032,0.640779195,0.640779195
273,2,2,这,1,0.516129032,0.640779195,0.640779195
274,2,2,与,1,0.548387097,0.581355775,0.581355775
275,2,2,他,1,0.559139785,0.56230758,0.56230758
276,2,2,为,1,0.559139785,0.56230758,0.56230758
277,2,2,对,1,0.580645161,0.525266308,0.525266308
278,2,2,力荐,1,0.612903226,0.472156483,0.472156483
279,2,2,人,1,0.612903226,0.472156483,0.472156483
280,3,3,小说,4,0.107526882,2.13470422,8.538816881
281,3,3,真实的三国,2,0.010752688,3.839452313,7.678904625
282,3,3,爷爷,2,0.021505376,3.433987204,6.867974409
283,3,3,读过,2,0.032258065,3.146305132,6.292610264
284,3,3,记得,2,0.032258065,3.146305132,6.292610264
285,3,3,困惑,2,0.032258065,3.146305132,6.292610264
286,3,3,这部,2,0.043010753,2.923161581,5.846323161
287,3,3,三国演义,3,0.225806452,1.44155704,4.324671119
288,3,3,书,3,0.258064516,1.313723668,3.941171005
289,3,3,然后,2,0.129032258,1.967650136,3.935300271
290,3,3,懂吗,1,0.010752688,3.839452313,3.839452313
291,3,3,隔壁,1,0.010752688,3.839452313,3.839452313
292,3,3,很闲,1,0.010752688,3.839452313,3.839452313
293,3,3,默不做声,1,0.010752688,3.839452313,3.839452313
294,3,3,消除,1,0.010752688,3.839452313,3.839452313
295,3,3,装病,1,0.010752688,3.839452313,3.839452313
296,3,3,不服气,1,0.021505376,3.433987204,3.433987204
297,3,3,翻阅,1,0.021505376,3.433987204,3.433987204
298,3,3,看得,1,0.021505376,3.433987204,3.433987204
299,3,3,看见,1,0.021505376,3.433987204,3.433987204
300,3,3,书里,1,0.021505376,3.433987204,3.433987204
301,3,3,随便,1,0.021505376,3.433987204,3.433987204
302,3,3,要读,1,0.021505376,3.433987204,3.433987204
303,3,3,在家,1,0.021505376,3.433987204,3.433987204
304,3,3,一样,2,0.182795699,1.642227735,3.284455471
305,3,3,常年,1,0.032258065,3.146305132,3.146305132
306,3,3,固然,1,0.032258065,3.146305132,3.146305132
307,3,3,很快,1,0.032258065,3.146305132,3.146305132
308,3,3,精彩,1,0.032258065,3.146305132,3.146305132
309,3,3,小学,1,0.032258065,3.146305132,3.146305132
310,3,3,时候,2,0.204301075,1.53686722,3.073734439
311,3,3,读完,1,0.043010753,2.923161581,2.923161581
312,3,3,翻,1,0.043010753,2.923161581,2.923161581
313,3,3,罢了,1,0.053763441,2.740840024,2.740840024
314,3,3,想起,1,0.053763441,2.740840024,2.740840024
315,3,3,借,1,0.064516129,2.586689344,2.586689344
316,3,3,当时,2,0.268817204,1.274502955,2.54900591
317,3,3,是因为,1,0.075268817,2.453157951,2.453157951
318,3,3,因为,2,0.290322581,1.200394983,2.400789966
319,3,3,演义,1,0.086021505,2.335374916,2.335374916
320,3,3,只是,2,0.301075269,1.165303663,2.330607326
321,3,3,当年,1,0.096774194,2.2300144,2.2300144
322,3,3,找,1,0.096774194,2.2300144,2.2300144
323,3,3,一部,1,0.107526882,2.13470422,2.13470422
324,3,3,有点,1,0.11827957,2.047692843,2.047692843
325,3,3,当然,1,0.129032258,1.967650136,1.967650136
326,3,3,父亲,1,0.129032258,1.967650136,1.967650136
327,3,3,我们,2,0.365591398,0.977251432,1.954502863
328,3,3,还,2,0.376344086,0.949080555,1.898161109
329,3,3,的话,1,0.172043011,1.699386149,1.699386149
330,3,3,似乎,1,0.182795699,1.642227735,1.642227735
331,3,3,像,1,0.182795699,1.642227735,1.642227735
332,3,3,一个,2,0.451612903,0.771399377,1.542798755
333,3,3,你,1,0.204301075,1.53686722,1.53686722
334,3,3,吧,1,0.215053763,1.488077055,1.488077055
335,3,3,很多,1,0.215053763,1.488077055,1.488077055
336,3,3,已经,1,0.215053763,1.488077055,1.488077055
337,3,3,个,1,0.23655914,1.397105277,1.397105277
338,3,3,于是,1,0.23655914,1.397105277,1.397105277
339,3,3,三国,2,0.505376344,0.661398482,1.322796964
340,3,3,但是,1,0.279569892,1.236762627,1.236762627
341,3,3,里,1,0.333333333,1.06686359,1.06686359
342,3,3,不是,1,0.344086022,1.036091932,1.036091932
343,3,3,就,2,0.591397849,0.507247802,1.014495605
344,3,3,看,1,0.35483871,1.006238969,1.006238969
345,3,3,的,7,0.860215054,0.138150338,0.967052369
346,3,3,推荐,1,0.376344086,0.949080555,0.949080555
347,3,3,可以,1,0.397849462,0.895013333,0.895013333
348,3,3,很,1,0.419354839,0.843720039,0.843720039
349,3,3,说,1,0.419354839,0.843720039,0.843720039
350,3,3,并,1,0.430107527,0.819027426,0.819027426
351,3,3,了,3,0.752688172,0.269919616,0.809758848
352,3,3,被,1,0.483870968,0.703958097,0.703958097
353,3,3,和,1,0.548387097,0.581355775,0.581355775
354,3,3,我,1,0.559139785,0.56230758,0.56230758
355,3,3,是,3,0.827956989,0.175890666,0.527671999
356,3,3,人,1,0.612903226,0.472156483,0.472156483
357,3,3,不,1,0.64516129,0.421725629,0.421725629
358,3,3,也,1,0.741935484,0.284104251,0.284104251
359,4,2,元龙,16,0.010752688,3.839452313,61.431237
360,4,2,刘表,17,0.11827957,2.047692843,34.81077834
361,4,2,许君,8,0.010752688,3.839452313,30.7156185
362,4,2,豪气,8,0.021505376,3.433987204,27.47189764
363,4,2,大笑,6,0.032258065,3.146305132,18.87783079
364,4,2,您,7,0.075268817,2.453157951,17.17210566
365,4,2,刘备,15,0.311827957,1.131402111,16.97103167
366,4,2,汜,5,0.032258065,3.146305132,15.73152566
367,4,2,许汜,4,0.010752688,3.839452313,15.35780925
368,4,2,善士,4,0.021505376,3.433987204,13.73594882
369,4,2,然后,6,0.129032258,1.967650136,11.80590081
370,4,2,卧,4,0.043010753,2.923161581,11.69264632
371,4,2,百尺,3,0.010752688,3.839452313,11.51835694
372,4,2,不除,3,0.010752688,3.839452313,11.51835694
373,4,2,国士之,3,0.010752688,3.839452313,11.51835694
374,4,2,湖海之士,3,0.010752688,3.839452313,11.51835694
375,4,2,楼上,3,0.010752688,3.839452313,11.51835694
376,4,2,有事,3,0.010752688,3.839452313,11.51835694
377,4,2,一句,5,0.096774194,2.2300144,11.150072
378,4,2,许,4,0.064516129,2.586689344,10.34675738
379,4,2,陈元龙,3,0.021505376,3.433987204,10.30196161
380,4,2,坐,5,0.11827957,2.047692843,10.23846422
381,4,2,君,5,0.129032258,1.967650136,9.838250678
382,4,2,听,5,0.139784946,1.893542164,9.467710818
383,4,2,宁,3,0.032258065,3.146305132,9.438915396
384,4,2,说,11,0.419354839,0.843720039,9.280920429
385,4,2,备,4,0.096774194,2.2300144,8.920057601
386,4,2,表,4,0.096774194,2.2300144,8.920057601
387,4,2,如何,5,0.161290323,1.760010771,8.800053855
388,4,2,陈登,3,0.043010753,2.923161581,8.769484742
389,4,2,天下人,3,0.043010753,2.923161581,8.769484742
390,4,2,原文,3,0.043010753,2.923161581,8.769484742
391,4,2,看,8,0.35483871,1.006238969,8.049911748
392,4,2,言,5,0.193548387,1.588160514,7.94080257
393,4,2,大床,2,0.010752688,3.839452313,7.678904625
394,4,2,胆志,2,0.010752688,3.839452313,7.678904625
395,4,2,共论,2,0.010752688,3.839452313,7.678904625
396,4,2,共勉,2,0.010752688,3.839452313,7.678904625
397,4,2,豪横,2,0.010752688,3.839452313,7.678904625
398,4,2,激赏,2,0.010752688,3.839452313,7.678904625
399,4,2,寄养,2,0.010752688,3.839452313,7.678904625
400,4,2,救世,2,0.010752688,3.839452313,7.678904625
401,4,2,名重,2,0.010752688,3.839452313,7.678904625
402,4,2,牧刘表,2,0.010752688,3.839452313,7.678904625
403,4,2,气,2,0.010752688,3.839452313,7.678904625
404,4,2,求田问舍,2,0.010752688,3.839452313,7.678904625
405,4,2,上下床,2,0.010752688,3.839452313,7.678904625
406,4,2,生译,2,0.010752688,3.839452313,7.678904625
407,4,2,睡,2,0.010752688,3.839452313,7.678904625
408,4,2,凶猛,2,0.010752688,3.839452313,7.678904625
409,4,2,许先生,2,0.010752688,3.839452313,7.678904625
410,4,2,一意,2,0.010752688,3.839452313,7.678904625
411,4,2,译文,2,0.010752688,3.839452313,7.678904625
412,4,2,忧国忘家,2,0.010752688,3.839452313,7.678904625
413,4,2,自上,2,0.010752688,3.839452313,7.678904625
414,4,2,邪,3,0.075268817,2.453157951,7.359473854
415,4,2,徐州,3,0.075268817,2.453157951,7.359473854
416,4,2,跟,4,0.161290323,1.760010771,7.040043084
417,4,2,问,4,0.161290323,1.760010771,7.040043084
418,4,2,大家,3,0.086021505,2.335374916,7.006124747
419,4,2,放在,2,0.021505376,3.433987204,6.867974409
420,4,2,鉴赏,2,0.021505376,3.433987204,6.867974409
421,4,2,邳,2,0.021505376,3.433987204,6.867974409
422,4,2,品论,2,0.021505376,3.433987204,6.867974409
423,4,2,天下大乱,2,0.021505376,3.433987204,6.867974409
424,4,2,威名,2,0.021505376,3.433987204,6.867974409
425,4,2,无可,2,0.021505376,3.433987204,6.867974409
426,4,2,造次,2,0.021505376,3.433987204,6.867974409
427,4,2,不能,6,0.311827957,1.131402111,6.788412669
428,4,2,名,3,0.096774194,2.2300144,6.6900432
429,4,2,一段,4,0.182795699,1.642227735,6.568910941
430,4,2,荆州,3,0.107526882,2.13470422,6.404112661
431,4,2,可是,3,0.107526882,2.13470422,6.404112661
432,4,2,意思,3,0.107526882,2.13470422,6.404112661
433,4,2,采,2,0.032258065,3.146305132,6.292610264
434,4,2,得罪,2,0.032258065,3.146305132,6.292610264
435,4,2,广陵,2,0.032258065,3.146305132,6.292610264
436,4,2,客人,2,0.032258065,3.146305132,6.292610264
437,4,2,要说,2,0.032258065,3.146305132,6.292610264
438,4,2,遭遇,2,0.032258065,3.146305132,6.292610264
439,4,2,知其,2,0.032258065,3.146305132,6.292610264
440,4,2,写,4,0.215053763,1.488077055,5.952308222
441,4,2,难得,2,0.043010753,2.923161581,5.846323161
442,4,2,说话,2,0.043010753,2.923161581,5.846323161
443,4,2,一番,2,0.043010753,2.923161581,5.846323161
444,4,2,个,4,0.23655914,1.397105277,5.588421109
445,4,2,文武,2,0.053763441,2.740840024,5.481680048
446,4,2,字,3,0.172043011,1.699386149,5.098158447
447,4,2,他,9,0.559139785,0.56230758,5.060768216
448,4,2,曰,4,0.279569892,1.236762627,4.947050509
449,4,2,欲,3,0.182795699,1.642227735,4.926683206
450,4,2,何等,2,0.075268817,2.453157951,4.906315903
451,4,2,当,5,0.376344086,0.949080555,4.745402773
452,4,2,里面,2,0.086021505,2.335374916,4.670749832
453,4,2,能,4,0.301075269,1.165303663,4.661214653
454,4,2,我,8,0.559139785,0.56230758,4.498460637
455,4,2,有,11,0.655913978,0.405465108,4.460116189
456,4,2,士,2,0.107526882,2.13470422,4.269408441
457,4,2,一起,2,0.107526882,2.13470422,4.269408441
458,4,2,意,2,0.107526882,2.13470422,4.269408441
459,4,2,怎么,2,0.107526882,2.13470422,4.269408441
460,4,2,对,8,0.580645161,0.525266308,4.202130463
461,4,2,叫,2,0.11827957,2.047692843,4.095385687
462,4,2,论,2,0.11827957,2.047692843,4.095385687
463,4,2,吗,2,0.11827957,2.047692843,4.095385687
464,4,2,甚,2,0.11827957,2.047692843,4.095385687
465,4,2,与,7,0.548387097,0.581355775,4.069490422
466,4,2,将军,3,0.258064516,1.313723668,3.941171005
467,4,2,八字,1,0.010752688,3.839452313,3.839452313
468,4,2,比得,1,0.010752688,3.839452313,3.839452313
469,4,2,比也,1,0.010752688,3.839452313,3.839452313
470,4,2,表态,1,0.010752688,3.839452313,3.839452313
471,4,2,表与备,1,0.010752688,3.839452313,3.839452313
472,4,2,波,1,0.010752688,3.839452313,3.839452313
473,4,2,不让,1,0.010752688,3.839452313,3.839452313
474,4,2,不思进取,1,0.010752688,3.839452313,3.839452313
475,4,2,不信,1,0.010752688,3.839452313,3.839452313
476,4,2,不着,1,0.010752688,3.839452313,3.839452313
477,4,2,不重,1,0.010752688,3.839452313,3.839452313
478,4,2,察言观色,1,0.010752688,3.839452313,3.839452313
